GC-code;Cache name;Type;Size;Difficulty;Terrain;Latitude;Longitude;Elevation (m);Last publish date;Region;County;Archived;Locked;Disabled;Premium;Finds;FP;FP%;FPW;Placed by;Owner;Found
GC99WRY;Malý princ ;Unknown Cache;Large;3.0;3.0;N 48° 44.012;E 019° 04.234;649;2021-04-24;Banskobystrický kraj;Banská Bystrica;0;0;0;0;31;11;45.8333;27.891058;dlw11;dlw11;
GC99YBC;Kaplnka;Traditional Cache;Other;1.0;1.5;N 48° 41.072;E 020° 06.814;318;2021-04-23;Banskobystrický kraj;Revúca;0;0;0;0;127;4;6.6667;2.622827;Marcelka78;Marcelka78;
GC99YJP;Hrad Veratín;Traditional Cache;Micro;1.0;3.0;N 49° 02.521;E 019° 39.592;867;2021-04-23;Žilinský kraj;Liptovský Mikuláš;0;0;0;0;53;4;21.0526;8.507538;feri99;feri99;
GC9A017;Filipovská dolina;Traditional Cache;Small;1.5;2.0;N 48° 48.880;E 019° 44.191;602;2021-04-24;Banskobystrický kraj;Brezno;0;0;0;0;7;0;0.0;0.0;LexyCaramel;LexyCaramel;
GC9A20W;Hax - Cesta na Trojmedzie SK/CZ/PL;Traditional Cache;Small;2.0;1.5;N 49° 30.563;E 018° 50.748;468;2021-04-25;Žilinský kraj;Čadca;0;0;0;0;166;1;1.0989;0.194242;Haxter888;Haxter888;
GC9A347;Okolo Babkova 1.;Traditional Cache;Small;1.5;1.5;N 49° 09.474;E 018° 38.823;482;2021-04-25;Žilinský kraj;Žilina;0;0;0;0;52;0;0.0;0.0;poznatok;poznatok;
GC9A35J;Okolo Babkova 2.;Traditional Cache;Small;1.5;1.5;N 49° 09.384;E 018° 38.452;489;2021-04-25;Žilinský kraj;Žilina;0;0;0;0;55;1;4.0;0.709605;poznatok;poznatok;
GC9A41X;#1 - PHC miniséria;Traditional Cache;Small;1.5;2.5;N 48° 34.796;E 018° 54.131;279;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;127;6;7.6923;3.572998;jahur;jahur;
GC9A430;#2 - PHC miniséria;Traditional Cache;Small;1.5;2.5;N 48° 34.872;E 018° 54.394;288;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;110;0;0.0;0.0;jahur;jahur;
GC9A43H;#3 - PHC miniséria;Traditional Cache;Micro;1.5;2.5;N 48° 34.936;E 018° 54.529;297;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;107;0;0.0;0.0;jahur;jahur;
GC9A442;#4 - PHC miniséria;Traditional Cache;Small;1.5;2.5;N 48° 35.009;E 018° 54.712;314;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;102;0;0.0;0.0;jahur;jahur;
GC9A44D;#5 - PHC miniséria;Traditional Cache;Micro;1.5;2.5;N 48° 35.054;E 018° 54.995;305;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;98;0;0.0;0.0;jahur;jahur;
GC9A44R;#6 - PHC miniséria;Traditional Cache;Small;1.5;3.0;N 48° 35.163;E 018° 55.115;297;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;96;2;3.2258;0.889118;jahur;jahur;
GC9A452;#7 - PHC miniséria;Traditional Cache;Small;1.5;2.5;N 48° 35.145;E 018° 55.346;299;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;96;1;1.6393;0.289966;jahur;jahur;
GC9A45F;#8 - PHC miniséria;Traditional Cache;Small;1.5;2.5;N 48° 35.064;E 018° 55.600;288;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;96;1;1.6393;0.289966;jahur;jahur;
GC9A45W;#9 - PHC miniséria;Traditional Cache;Small;1.5;2.5;N 48° 34.994;E 018° 55.841;287;2021-04-26;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;96;7;11.4754;5.671131;jahur;jahur;
GC9A6ZP;Potulky po Terchovej 4;Traditional Cache;Small;1.5;3.0;N 49° 14.937;E 019° 01.604;637;2021-05-13;Žilinský kraj;Žilina;0;0;0;0;56;0;0.0;0.0;LEHOVCI;LEHOVCI;
GC9A70H;Terchovská kalvária ;Multi-cache;Small;2.0;2.5;N 49° 15.067;E 019° 01.795;593;2021-05-13;Žilinský kraj;Žilina;0;0;0;0;136;9;9.375;5.010754;LEHOVCI;LEHOVCI;
GC9A9TR;Kozelník - Stanica;Traditional Cache;Small;2.0;1.5;N 48° 30.945;E 019° 00.281;368;2021-04-30;Banskobystrický kraj;Banská Štiavnica;0;0;0;0;131;0;0.0;0.0;Patreso;Patreso;
GC9A9XX;Kozelník;Traditional Cache;Small;2.0;1.5;N 48° 30.703;E 019° 00.004;379;2021-04-28;Banskobystrický kraj;Banská Štiavnica;0;0;0;0;114;0;0.0;0.0;Patreso;Patreso;
GC9ABCD;Stratený symbol v Žiline;Unknown Cache;Regular;5.0;1.5;N 49° 13.100;E 018° 43.150;339;2021-05-26;Žilinský kraj;Žilina;0;0;1;1;34;26;92.8571;77.354262;djmajino;djmajino;
GC9ABCE;Brezová hora;Traditional Cache;Small;1.5;2.5;N 49° 11.586;E 018° 37.691;691;2021-05-06;Žilinský kraj;Žilina;0;0;0;0;19;1;8.3333;1.486471;djmajino;djmajino;
GC9ABFN;Močidlá;Multi-cache;Small;2.5;2.5;N 48° 44.240;E 019° 05.339;531;2021-05-02;Banskobystrický kraj;Banská Bystrica;0;0;0;0;49;22;56.4103;40.975423;dlw11;dlw11;
GC9AEG3;Starý chodník na Šibeničný vrch;Unknown Cache;Micro;2.0;3.0;N 48° 35.639;E 018° 52.181;327;2021-05-02;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;35;2;8.0;2.221993;jahur;jahur;
GC9AF0N;T5 Svetielko nádeje - Sučianska Skala;Traditional Cache;Small;2.5;5.0;N 49° 05.435;E 018° 59.987;442;2021-05-03;Žilinský kraj;Martin;0;0;0;0;12;7;70.0;39.677322;kepke3;kepke3;
GC9AFVR;Okolo Babkova 3.;Traditional Cache;Small;2.0;2.5;N 49° 09.470;E 018° 37.814;558;2021-05-02;Žilinský kraj;Žilina;0;0;0;0;30;0;0.0;0.0;poznatok;poznatok;
GC9AGYZ;Dubový diel 751 m n. m.;Traditional Cache;Small;2.0;3.0;N 49° 02.504;E 018° 50.884;761;2021-05-04;Žilinský kraj;Martin;0;0;0;0;18;2;18.1818;5.13666;29Februar;29Februar;
GC9AJ45;Slovné hračky 47 Pokračovanie;Unknown Cache;Micro;1.0;4.0;N 48° 47.080;E 019° 05.793;491;2021-08-09;Banskobystrický kraj;Banská Bystrica;0;0;0;1;65;4;7.1429;2.812558;renreja;renreja;
GC9AJ4B;Slovné hračky 48 Pokračovanie;Unknown Cache;Micro;3.0;3.0;N 48° 47.190;E 019° 05.717;538;2021-08-09;Banskobystrický kraj;Banská Bystrica;0;0;0;1;64;2;3.6364;1.002933;renreja;renreja;
GC9AJ4F;Slovné hračky 49 Pokračovanie;Unknown Cache;Small;4.5;1.5;N 48° 47.250;E 019° 05.559;541;2021-08-08;Banskobystrický kraj;Banská Bystrica;0;0;0;1;65;2;3.5714;0.984922;renreja;renreja;
GC9AJ4M;Slovné hračky 50 Pokračovanie;Unknown Cache;Other;4.0;2.0;N 48° 47.280;E 019° 05.401;577;2021-08-08;Banskobystrický kraj;Banská Bystrica;0;0;0;1;64;35;62.5;49.405126;renreja;renreja;
GC9AJ50;Slovné hračky 51 Pokračovanie;Unknown Cache;Micro;4.5;1.5;N 48° 47.301;E 019° 05.250;593;2021-06-15;Banskobystrický kraj;Banská Bystrica;0;0;0;1;72;1;1.6393;0.289966;renreja;renreja;
GC9AJA5;Slovné hračky 52 Pokračovanie;Unknown Cache;Micro;4.5;3.0;N 48° 47.185;E 019° 05.250;670;2021-06-09;Banskobystrický kraj;Banská Bystrica;0;0;0;1;62;3;5.7692;1.981381;renreja;renreja;
GC9AJAD;Slovné hračky 53 Pokračovanie;Unknown Cache;Small;3.0;2.0;N 48° 47.069;E 019° 05.250;671;2021-06-07;Banskobystrický kraj;Banská Bystrica;0;0;0;1;62;1;1.9231;0.340272;renreja;renreja;
GC9AJAK;Slovné hračky 54 Pokračovanie;Unknown Cache;Other;2.0;3.0;N 48° 46.948;E 019° 05.250;591;2021-08-07;Banskobystrický kraj;Banská Bystrica;0;0;0;1;62;10;18.5185;10.382575;renreja;renreja;
GC9AR5G;Čerešňová...;Unknown Cache;Micro;2.0;1.5;N 49° 14.680;E 018° 44.145;414;2021-05-06;Žilinský kraj;Žilina;0;0;0;0;41;3;10.0;3.459926;jaskask;jaskask;
GC9ATY0;Slovenska polska gracica;Traditional Cache;Micro;2.0;2.0;N 49° 19.819;E 019° 48.137;971;2021-05-07;Žilinský kraj;Tvrdošín;0;0;0;0;8;0;0.0;0.0;charlosek;charlosek;
GC9AWHM;Príslop;Traditional Cache;Small;1.5;4.5;N 48° 48.476;E 019° 18.387;617;2021-05-09;Banskobystrický kraj;Banská Bystrica;0;0;0;0;18;1;7.1429;1.272189;dlw11;dlw11;
GC9AWZK;Zábaštie (Hradisko);Traditional Cache;Small;1.0;2.5;N 48° 34.641;E 018° 54.140;409;2021-05-09;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;122;0;0.0;0.0;BAFF_Barborka_Ferko;BAFF_Barborka_Ferko;
GC9AXB7;Haklovo;Traditional Cache;Micro;1.5;2.5;N 48° 48.136;E 019° 18.173;642;2021-05-09;Banskobystrický kraj;Banská Bystrica;0;0;0;0;18;0;0.0;0.0;dlw11;dlw11;
GC9AXBA;Dúbrava;Traditional Cache;Small;2.0;2.5;N 48° 47.879;E 019° 18.123;612;2021-05-09;Banskobystrický kraj;Banská Bystrica;0;0;0;0;18;0;0.0;0.0;dlw11;dlw11;
GC9AXRZ;Hax - Vyhliadka pod Ľadonhorou;Traditional Cache;Micro;2.0;2.0;N 49° 16.652;E 018° 52.734;725;2021-05-09;Žilinský kraj;Kysucké Nové Mesto;0;0;0;0;22;0;0.0;0.0;Haxter888 a Nikol;Haxter888;
GC9AXTE;Hax - Priehrada Vadičov;Traditional Cache;Small;2.0;1.5;N 49° 16.891;E 018° 53.740;533;2021-05-09;Žilinský kraj;Kysucké Nové Mesto;0;0;0;0;40;0;0.0;0.0;Haxter888 a Nikol;Haxter888;
GC9AY0G;Lúčny bonus;Unknown Cache;Small;2.5;2.5;N 48° 47.800;E 019° 18.150;628;2021-05-09;Banskobystrický kraj;Banská Bystrica;0;0;0;0;15;2;18.1818;5.13666;dlw11;dlw11;
GC9AYPQ;Minitrail v Podpoľaní #1;Traditional Cache;Small;1.0;2.0;N 48° 36.316;E 019° 29.427;709;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;85;8;15.3846;8.00759;kubluck;kubluck;
GC9AZGW;Stromová 2;Unknown Cache;Small;3.0;2.0;N 48° 43.800;E 019° 04.900;660;2021-06-13;Banskobystrický kraj;Banská Bystrica;0;0;0;1;34;2;7.4074;2.055422;šmahlo;šmahlo;
GC9AZRA;Minitrail v Podpoľaní #2;Traditional Cache;Micro;1.0;2.0;N 48° 36.426;E 019° 29.360;734;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;90;1;1.9231;0.340272;kubluck;kubluck;
GC9AZRE;Minitrail v Podpoľaní #3;Traditional Cache;Micro;1.0;2.0;N 48° 36.764;E 019° 29.157;816;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;72;1;2.2727;0.402315;kubluck;kubluck;
GC9AZRN;Minitrail v Podpoľaní #4;Traditional Cache;Micro;1.0;2.5;N 48° 36.844;E 019° 29.067;832;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;76;1;2.0833;0.368702;kubluck;kubluck;
GC9AZRT;Minitrail v Podpoľaní #5;Traditional Cache;Micro;1.0;2.5;N 48° 36.979;E 019° 28.883;863;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;77;1;2.1277;0.376567;kubluck;kubluck;
GC9AZT0;Minitrail v Podpoľaní #6;Traditional Cache;Micro;1.0;2.5;N 48° 37.227;E 019° 28.824;920;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;93;2;3.3898;0.934571;kubluck;kubluck;
GC9AZT4;Minitrail v Podpoľaní #7;Traditional Cache;Micro;1.0;3.0;N 48° 37.434;E 019° 28.697;1032;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;67;0;0.0;0.0;kubluck;kubluck;
GC9AZT9;Minitrail v Podpoľaní #8;Traditional Cache;Micro;1.0;3.0;N 48° 37.318;E 019° 28.629;1069;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;69;0;0.0;0.0;kubluck;kubluck;
GC9AZTC;Minitrail v Podpoľaní #9;Traditional Cache;Regular;1.0;2.5;N 48° 37.219;E 019° 28.516;1087;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;74;1;2.5;0.442672;kubluck;kubluck;
GC9AZTM;Minitrail v Podpoľaní #10;Traditional Cache;Micro;1.0;2.0;N 48° 37.331;E 019° 28.456;1124;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;68;1;2.5;0.442672;kubluck;kubluck;
GC9AZTW;Minitrail v Podpoľaní #11;Traditional Cache;Micro;1.0;1.5;N 48° 37.362;E 019° 28.210;1203;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;72;0;0.0;0.0;kubluck;kubluck;
GC9AZV4;Minitrail v Podpoľaní #12;Traditional Cache;Micro;1.0;1.5;N 48° 37.418;E 019° 27.778;1249;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;81;1;2.0408;0.361158;kubluck;kubluck;
GC9AZV8;Minitrail v Podpoľaní #13;Traditional Cache;Micro;1.0;2.0;N 48° 37.246;E 019° 28.026;1201;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;43;0;0.0;0.0;kubluck;kubluck;
GC9AZVA;Minitrail v Podpoľaní #14;Traditional Cache;Micro;1.0;2.0;N 48° 37.106;E 019° 28.110;1146;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;44;0;0.0;0.0;kubluck;kubluck;
GC9AZVB;Minitrail v Podpoľaní #15;Traditional Cache;Micro;1.0;2.5;N 48° 36.949;E 019° 28.212;1074;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;42;0;0.0;0.0;kubluck;kubluck;
GC9AZVD;Minitrail v Podpoľaní #16;Traditional Cache;Small;1.0;2.5;N 48° 36.757;E 019° 28.293;1027;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;51;1;2.5641;0.454059;kubluck;kubluck;
GC9AZVJ;Minitrail v Podpoľaní #17;Traditional Cache;Micro;1.0;2.5;N 48° 36.476;E 019° 28.398;940;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;51;0;0.0;0.0;kubluck;kubluck;
GC9AZVP;Minitrail v Podpoľaní #18;Traditional Cache;Micro;1.0;2.5;N 48° 36.398;E 019° 28.568;891;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;46;0;0.0;0.0;kubluck;kubluck;
GC9AZVT;Minitrail v Podpoľaní #19;Traditional Cache;Micro;1.0;2.5;N 48° 36.182;E 019° 28.655;852;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;45;0;0.0;0.0;kubluck;kubluck;
GC9AZVX;Minitrail v Podpoľaní #20;Traditional Cache;Micro;1.0;2.5;N 48° 36.065;E 019° 28.614;815;2021-05-10;Banskobystrický kraj;Detva;0;0;0;0;45;3;9.0909;3.140337;kubluck;kubluck;
GC9B1C8;...rytmus inak;Unknown Cache;Micro;5.0;2.5;N 48° 48.000;E 019° 08.352;1009;2021-05-15;Banskobystrický kraj;Banská Bystrica;0;0;0;0;19;7;46.6667;24.809225;kikavika;kikavika;
GC9B3JX;Návrat kráľa 👑 ;Unknown Cache;Small;4.0;2.5;N 48° 44.111;E 019° 04.222;650;2021-05-22;Banskobystrický kraj;Banská Bystrica;0;0;0;0;29;18;75.0;55.100175;dlw11;dlw11;
GC9B3KR;Spoločenstvo prsteňa 💍;Unknown Cache;Small;3.0;3.0;N 48° 44.120;E 019° 04.230;656;2021-05-22;Banskobystrický kraj;Banská Bystrica;0;0;0;0;38;8;25.8065;13.701544;dlw11;dlw11;
GC9B3M3;Dve veže;Unknown Cache;Other;3.5;2.5;N 48° 44.105;E 019° 04.202;654;2021-05-22;Banskobystrický kraj;Banská Bystrica;0;0;0;0;26;6;28.5714;13.813676;dlw11;dlw11;
GC9B7TM;VTÁČÍ CHODNÍČEK SEVERNÁ;Multi-cache;Regular;2.0;1.5;N 48° 44.682;E 019° 08.544;362;2021-05-16;Banskobystrický kraj;Banská Bystrica;0;0;0;0;59;24;51.0638;37.242218;Adda_bb;Adda_bb;
GC9BBK8;Skalná brána;Traditional Cache;Small;2.5;4.0;N 48° 52.431;E 019° 02.472;1188;2021-05-17;Banskobystrický kraj;Banská Bystrica;0;0;0;0;16;5;38.4615;17.709447;cacherkajo;cacherkajo;
GC9BC65;Zelená stopa;Unknown Cache;Micro;2.0;2.0;N 48° 44.766;E 019° 08.498;352;2021-06-16;Banskobystrický kraj;Banská Bystrica;0;0;0;0;64;5;10.8696;4.733076;cacherkajo;cacherkajo;
GC9BCK3;340;Unknown Cache;Regular;4.5;1.5;N 49° 13.450;E 018° 42.600;382;2021-05-16;Žilinský kraj;Žilina;0;0;0;0;36;2;7.1429;1.981165;djmajino;djmajino;
GC9BE5N;Štompová skala;Traditional Cache;Small;1.5;3.5;N 48° 44.686;E 019° 31.448;828;2021-05-18;Banskobystrický kraj;Brezno;0;0;0;0;10;5;62.5;30.573785;IvanaIvanaIvana;TeamMITAZ;
GC9BEZF;Základné školy - LAB BONUS;Unknown Cache;Regular;2.0;2.0;N 48° 45.200;E 019° 09.555;389;2021-06-08;Banskobystrický kraj;Banská Bystrica;0;0;0;0;60;4;9.7561;3.859646;buky1911;buky1911;
GC9BH4Z;Kostol Horná Ždaňa;Traditional Cache;Small;1.0;1.5;N 48° 34.108;E 018° 45.008;295;2021-05-19;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;65;0;0.0;0.0;karix_4;karix_4;
GC9BHF0;Priekopa na dlani;Traditional Cache;Small;2.0;4.5;N 49° 05.550;E 018° 52.526;632;2021-05-28;Žilinský kraj;Martin;0;0;0;0;13;1;11.1111;1.989037;piraneMT;piraneMT;
GC9BJ9M;GEO20: Daniel Michaelli;Traditional Cache;Micro;1.5;1.5;N 49° 03.084;E 018° 55.381;421;2021-05-23;Žilinský kraj;Martin;0;0;0;1;105;1;1.2048;0.212992;roxetak;roxetak;
GC9BQCQ;Srdcové rozprávkové hlášky? 💚;Unknown Cache;Small;4.0;2.0;N 49° 00.555;E 018° 35.888;540;2021-06-01;Žilinský kraj;Žilina;0;0;0;0;11;2;25.0;7.147769;Galky;Galky;
GC9BYPD;Spoznávanie prírody #1;Traditional Cache;Small;2.0;2.0;N 48° 58.857;E 018° 54.547;446;2021-05-28;Žilinský kraj;Martin;0;0;0;0;53;1;2.7027;0.478685;MárioStopjak;The_MoYu;
GC9BYPY;Spoznávanie prírody #3;Traditional Cache;Small;2.0;2.0;N 48° 59.027;E 018° 54.264;441;2021-05-28;Žilinský kraj;Martin;0;0;0;0;48;1;3.125;0.553772;MárioStopjak;The_MoYu;
GC9BYQ4;Spoznávanie prírody #5;Traditional Cache;Micro;4.0;2.0;N 48° 59.251;E 018° 54.098;440;2021-05-28;Žilinský kraj;Martin;0;0;0;0;26;7;38.8889;20.304992;MárioStopjak;The_MoYu;
GC9C0Z1;Bachláč na lúke;Traditional Cache;Small;1.5;1.5;N 48° 53.652;E 019° 42.479;893;2021-05-30;Banskobystrický kraj;Brezno;0;0;0;0;206;1;0.8621;0.152335;kubiak1, Vnenky;kubiak1;
GC9C6QN;M.I.B.;Unknown Cache;Other;3.5;2.5;N 49° 04.887;E 019° 37.385;583;2021-07-25;Žilinský kraj;Liptovský Mikuláš;0;0;0;0;42;27;90.0;74.378559;DoktorRa a Jozefiel;DoktorRa;
GC9C797;Lucatinska skala;Traditional Cache;Small;2.5;3.0;N 48° 46.892;E 019° 20.135;443;2021-06-06;Banskobystrický kraj;Banská Bystrica;0;0;0;0;57;11;29.7297;17.489302;Firewal;Firewal;
GC9C7F5;Simon says!;Unknown Cache;Regular;4.0;1.5;N 49° 11.545;E 018° 44.035;357;2021-06-03;Žilinský kraj;Žilina;0;0;0;1;35;25;83.3333;66.435295;djmajino;djmajino;
GC9C9C8;Dino;Unknown Cache;Regular;4.0;2.5;N 49° 13.800;E 018° 44.900;331;2021-06-20;Žilinský kraj;Žilina;0;0;0;1;30;21;84.0;65.345986;djmajino;djmajino;
GC9CARD;CARD ♠️♥️♦️♣️🃏 ;Traditional Cache;Small;1.5;1.5;N 49° 04.995;E 018° 39.345;484;2022-03-17;Žilinský kraj;Žilina;0;0;0;1;70;0;0.0;0.0;Galky;Galky;
GC9CC80;▶ Transfer - Prechod ▶;Traditional Cache;Micro;2.5;2.0;N 48° 28.053;E 018° 53.107;773;2021-06-11;Banskobystrický kraj;Banská Štiavnica;0;0;0;0;398;20;7.4349;4.864206;bob3k + livianee;bob3k;1.0
GC9CDYP;Prameň pod chatou na Grúni;Traditional Cache;Small;2.5;3.0;N 49° 13.124;E 019° 03.133;952;2021-06-07;Žilinský kraj;Žilina;0;0;0;0;244;9;8.1081;4.324151;tidzej;tidzej;
GC9CFDN;Hrádok Sokolia skala;Traditional Cache;Small;2.0;3.0;N 48° 22.652;E 018° 37.836;424;2021-06-29;Banskobystrický kraj;Žarnovica;0;0;0;0;60;7;17.9487;8.977152;TTturista;TTturista;
GC9CHBJ;Malachov - Skalka;Traditional Cache;Small;3.0;3.5;N 48° 42.543;E 019° 03.866;592;2021-06-14;Banskobystrický kraj;Banská Bystrica;0;0;0;0;37;1;4.5455;0.806922;Firewal;Firewal;
GC9CN0D;ZLATÁ RYBKA - biltema;Traditional Cache;Small;4.5;1.5;N 49° 04.596;E 019° 16.586;518;2021-06-19;Žilinský kraj;Ružomberok;0;0;0;0;61;10;21.7391;12.260775;dusko;dusko;
GC9CPQ7;Slanický ostrov umenia;Traditional Cache;Micro;1.0;5.0;N 49° 24.430;E 019° 30.970;615;2021-06-15;Žilinský kraj;Námestovo;0;0;0;0;242;7;6.3636;3.116412;Marcok9315;Marcok9315;
GC9CPQA;Arachnofóbia;Traditional Cache;Small;2.0;2.5;N 49° 12.740;E 019° 19.515;689;2021-06-17;Žilinský kraj;Dolný Kubín;0;0;0;0;33;6;31.5789;15.364171;PANDA BANDA;PANDA BANDA;
GC9CPVH;Kto si, zvere... ?;Traditional Cache;Micro;3.0;4.0;N 49° 12.754;E 019° 20.711;786;2021-06-17;Žilinský kraj;Dolný Kubín;0;0;0;0;25;9;56.25;33.178196;PANDA BANDA;PANDA BANDA;
GC9CPVP;Stratený;Traditional Cache;Regular;2.0;2.0;N 49° 12.352;E 019° 21.145;738;2021-06-17;Žilinský kraj;Dolný Kubín;0;0;0;0;31;5;29.4118;13.279794;PANDA BANDA;PANDA BANDA;
GC9CPVY;Svätý Vendelín;Traditional Cache;Small;2.0;2.5;N 49° 12.400;E 019° 21.743;748;2021-06-17;Žilinský kraj;Dolný Kubín;0;0;0;0;30;6;31.5789;15.364171;PANDA BANDA;PANDA BANDA;
GC9CQ0A;Kráľova Lehota;Multi-cache;Small;2.0;2.0;N 49° 01.696;E 019° 46.966;662;2021-06-14;Žilinský kraj;Liptovský Mikuláš;0;0;0;0;24;7;46.6667;24.809225;abstak, contrariwise;abstak;
GC9CTRY;Prameň Slaská 💧;Traditional Cache;Micro;1.5;2.0;N 48° 43.111;E 018° 50.412;704;2021-06-17;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;9;0;0.0;0.0;Turrican_ & PauliRa;Turrican_;
GC9CVAF;Periská;Traditional Cache;Small;2.5;1.5;N 48° 43.330;E 019° 24.646;634;2021-06-18;Banskobystrický kraj;Banská Bystrica;0;0;0;0;30;3;18.75;6.591479;dlw11;dlw11;
GC9CVT5;Vyhladova;Traditional Cache;Small;2.5;3.5;N 49° 08.185;E 019° 08.924;1111;2021-06-17;Žilinský kraj;Ružomberok;0;0;0;0;33;1;4.5455;0.806922;ha-lienkovci;ha-lienkovci;
GC9CX34;🛣️ Immaculata na Hájiku zdraví cestovateľov;Traditional Cache;Micro;2.0;1.5;N 48° 28.073;E 018° 54.180;655;2021-07-28;Banskobystrický kraj;Banská Štiavnica;0;0;0;0;295;4;2.3121;0.902719;bob3k + livianee;bob3k;
GC9CXQG;Hrušov - Stráňa;Traditional Cache;Micro;1.0;2.0;N 48° 09.591;E 019° 05.502;502;2021-06-18;Banskobystrický kraj;Veľký Krtíš;0;0;0;0;45;0;0.0;0.0;marmat564;marmat564;
GC9CXQH;Neočakávaná cesta;Unknown Cache;Small;3.5;2.0;N 48° 45.100;E 019° 06.200;545;2021-06-20;Banskobystrický kraj;Banská Bystrica;0;0;0;0;30;0;0.0;0.0;dlw11;dlw11;
GC9CYMD;Smaugova pustatina;Unknown Cache;Other;3.5;2.5;N 48° 45.125;E 019° 06.225;556;2021-06-20;Banskobystrický kraj;Banská Bystrica;0;0;0;0;21;5;29.4118;13.279794;dlw11;dlw11;
GC9CZ5B;Bitka piatich armád;Unknown Cache;Small;2.5;4.5;N 48° 45.150;E 019° 06.250;534;2021-06-20;Banskobystrický kraj;Banská Bystrica;0;0;0;0;19;9;56.25;33.178196;dlw11;dlw11;
GC9CZB9;Vodopád pri ceste;Traditional Cache;Small;1.0;1.0;N 48° 49.334;E 019° 01.831;603;2021-06-20;Banskobystrický kraj;Banská Bystrica;0;0;0;0;112;8;10.1266;5.221118;alas88, durosv;Alas88;
GC9CZNW;D3 Svrčinovec - Skalité 🚗 Odpočívadlo Čierne;Traditional Cache;Micro;1.0;1.0;N 49° 30.208;E 018° 49.620;515;2021-09-06;Žilinský kraj;Čadca;0;0;0;0;52;2;5.8824;1.628231;JuRoot;JuRoot;
GC9D2AM;333 „stříbrnejch keší“ - CHALLENGE;Unknown Cache;Micro;4.0;4.0;N 48° 45.393;E 018° 49.317;775;2021-07-16;Žilinský kraj;Turčianske Teplice;0;0;0;0;4;1;33.3333;6.149032;AndrewMilarepa;AndrewMilarepa;
GC9D2N2;Srdcové hlášky? 4  💛;Unknown Cache;Micro;5.0;1.5;N 49° 12.500;E 018° 47.600;350;2021-07-11;Žilinský kraj;Žilina;0;0;0;0;22;7;41.1765;21.610786;Galky;Galky;
GC9D2VM;Povojnová Božia muka.;Traditional Cache;Micro;1.5;1.5;N 48° 57.303;E 018° 43.086;595;2021-06-22;Žilinský kraj;Martin;0;0;0;0;110;5;8.6207;3.738483;AndreaPu;AndreaPu;
GC9D3RX;T5 Bujakovo 🐗;Unknown Cache;Micro;1.5;5.0;N 48° 44.262;E 019° 05.241;535;2021-06-24;Banskobystrický kraj;Banská Bystrica;0;0;0;0;33;3;11.5385;4.003172;dlw11;dlw11;
GC9D4NK;Prechádzky Tureckou 2;Multi-cache;Small;2.0;2.0;N 48° 50.850;E 019° 05.427;609;2021-06-26;Banskobystrický kraj;Banská Bystrica;0;0;0;0;26;3;15.7895;5.520371;Adda_bb;Adda_bb;
GC9D5D5;Hádaj na čo myslím;Traditional Cache;Regular;3.0;2.5;N 49° 14.141;E 018° 42.945;377;2021-06-26;Žilinský kraj;Žilina;0;0;0;1;28;19;79.1667;59.529156;djmajino;djmajino;
GC9D9CB;Útulňa pod Čiernym vrchom;Traditional Cache;Small;1.5;3.0;N 48° 57.529;E 018° 29.121;965;2021-06-28;Žilinský kraj;Žilina;0;0;0;0;14;1;12.5;2.241691;minulo;miňulo;
